 S01E01_winter_is_coming.json S01E02_the_kingsroad.json S01E03_lord_snow.json S01E04_cripples,_bastards_and_broken_things.json S01E05_the_wolf_and_the_lion.json S01E06_a_golden_crown.json S01E07_you_win_or_you_die.json S01E08_the_pointy_end.json S01E09_baelor.json S01E10_fire_and_blood.json S02E01_the_north_remembers.json S02E02_the_night_lands.json S02E03_what_is_dead_may_never_die.json S02E04_garden_of_bones.json S02E05_the_ghost_of_harrenhal.json S02E06_the_old_gods_and_the_new.json S02E07_a_man_without_honor.json S02E08_the_prince_of_winterfell.json S02E09_blackwater.json S02E10_valar_morghulis.json S03E01_valar_dohaeris.json S03E02_dark_wings,_dark_words.json S03E03_walk_of_punishment.json S03E04_and_now_his_watch_is_ended.json S03E05_kissed_by_fire.json S03E06_the_climb.json S03E07_the_bear_and_the_maiden_fair.json S03E08_second_sons.json S03E09_the_rains_of_castamere.json S03E10_mhysa.json S04E01_two_swords.json S04E02_the_lion_and_the_rose.json S04E03_breaker_of_chains.json S04E04_oathkeeper.json S04E05_first_of_his_name.json S04E06_the_laws_of_gods_and_men.json S04E07_mockingbird.json S04E08_the_mountain_and_the_viper.json S04E09_the_watchers_on_the_wall.json S04E10_the_children.json S05E01_the_wars_to_come.json S05E02_the_house_of_black_and_white.json S05E03_high_sparrow.json S05E04_sons_of_the_harpy.json S05E05_kill_the_boy.json S05E06_unbowed,_unbent,_unbroken.json S05E07_the_gift.json S05E08_hardhome.json S05E09_the_dance_of_dragons.json S05E10_mother's_mercy.json S06E01_the_red_woman.json S06E02_home.json S06E03_oathbreaker.json S06E04_book_of_the_stranger.json S06E05_the_door.json
bitter 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.62837200935 0.0 0.0 0.0 0.0 0.0
listen 0.0 0.0 0.0 0.0 0.0 2.59856596826 3.89784895239 0.0 5.19713193652 0.0 0.0 0.0 0.0 3.89784895239 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.59856596826 2.59856596826 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.59856596826 0.0 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 2.59856596826 2.59856596826 0.0 0.0 0.0 9.09498088891 0.0 0.0 0.0 3.89784895239
murder 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 3.04485307089 12.1794122836 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 4.56727960633 4.56727960633 0.0 12.1794122836 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.56727960633 3.04485307089 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0
consol 0.0 0.0 0.0 4.32715148331 5.76953531108 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 4.32715148331 0.0 0.0 0.0 0.0 0.0 2.88476765554 5.76953531108 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.76953531108 18.750989761 0.0 8.65430296663 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 4.32715148331 0.0 0.0
circl 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
highgarden 2.73655171123 0.0 4.10482756685 2.73655171123 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 4.10482756685 2.73655171123 0.0 5.47310342247 0.0 0.0 0.0 0.0 5.47310342247 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.10482756685 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 5.47310342247
wisdom 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 4.32715148331 4.32715148331 4.32715148331 5.76953531108 7.21191913885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.76953531108 4.32715148331 0.0 11.5390706222 0.0 7.21191913885 8.65430296663 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
orphanag 0.0 0.0 0.0 4.32715148331 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.21191913885 0.0 2.88476765554 5.76953531108 2.88476765554 0.0 0.0 0.0 2.88476765554 0.0 2.88476765554 0.0 2.88476765554 0.0 0.0 2.88476765554 0.0 0.0 8.65430296663 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
westero 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 18.7522290146 0.0 13.6379847379 0.0 0.0 0.0 6.81899236895 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 15.3427328301 0.0 5.11424427672 5.11424427672 0.0 0.0 0.0 0.0 5.11424427672 0.0 6.81899236895 0.0 0.0 6.81899236895 0.0 0.0
western 0.0 2.34823968235 0.0 2.34823968235 3.52235952353 2.34823968235 2.34823968235 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.52235952353 2.34823968235 3.52235952353 4.69647936471 0.0 0.0 0.0 0.0 3.52235952353 0.0 0.0 0.0 0.0 0.0 0.0 3.52235952353 0.0 0.0 4.69647936471 0.0 2.34823968235 0.0 0.0 0.0 0.0 0.0 2.34823968235 0.0 2.34823968235 0.0 0.0 0.0 0.0 2.34823968235
somewhat 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.70423338898 0.0 0.0 0.0 0.0 3.70423338898 0.0 0.0 0.0 3.70423338898 3.70423338898 2.46948892599 0.0 0.0 2.46948892599 0.0 2.46948892599 2.46948892599 0.0 2.46948892599 2.46948892599 0.0 0.0 0.0 0.0 2.46948892599 3.70423338898 0.0 0.0 2.46948892599 0.0 0.0 4.93897785197 3.70423338898 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
happili 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 4.32715148331 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 2.88476765554 2.88476765554 10.0966867944 7.21191913885 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 5.76953531108 2.88476765554 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0
ravin 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 3.04485307089 0.0 6.08970614178 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 13.701838819 0.0 0.0 0.0 4.56727960633 0.0 3.04485307089 0.0 6.08970614178 0.0 4.56727960633 0.0 0.0 0.0 0.0 0.0
crawl 3.40949618448 0.0 0.0 0.0 8.52374046119 15.3427328301 0.0 5.11424427672 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.40949618448 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 20.4569771069 0.0 15.3427328301 8.52374046119 0.0 3.40949618448 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
technic 4.10482756685 2.73655171123 0.0 0.0 0.0 6.84137927809 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 2.73655171123 5.47310342247 2.73655171123 0.0 4.10482756685 2.73655171123 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 5.47310342247 0.0 0.0 0.0 0.0 2.73655171123 0.0
rebuff 0.0 0.0 0.0 2.34823968235 0.0 2.34823968235 2.34823968235 0.0 0.0 2.34823968235 0.0 0.0 0.0 3.52235952353 0.0 2.34823968235 0.0 0.0 0.0 0.0 3.52235952353 3.52235952353 8.21883888823 5.87059920588 2.34823968235 2.34823968235 2.34823968235 0.0 0.0 2.34823968235 2.34823968235 0.0 2.34823968235 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
liter 2.46948892599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.46948892599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.46948892599 3.70423338898 4.93897785197 0.0 3.70423338898 3.70423338898 2.46948892599 2.46948892599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.46948892599 2.46948892599 3.70423338898 2.46948892599 2.46948892599 0.0 0.0 3.70423338898 0.0 0.0 0.0 0.0 0.0 0.0
peril 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 4.10482756685 2.73655171123 0.0 4.10482756685 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 2.73655171123 4.10482756685 4.10482756685 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 5.47310342247 2.73655171123 4.10482756685 0.0 0.0 0.0
guild 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.10482756685 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 8.2096551337 4.10482756685 0.0 0.0 0.0 0.0 4.10482756685 2.73655171123 2.73655171123 6.84137927809 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 2.73655171123 0.0 0.0 0.0 2.73655171123
mighdal 4.32715148331 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.32715148331 0.0 5.76953531108 5.76953531108 0.0 0.0 0.0 0.0 0.0 2.88476765554 4.32715148331 0.0 0.0 0.0 2.88476765554 0.0 12.9814544499 5.76953531108 0.0
tavern 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 2.73655171123 0.0 0.0 5.47310342247 2.73655171123 2.73655171123 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 4.10482756685 4.10482756685 0.0 0.0 2.73655171123 2.73655171123 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0
coward 0.0 0.0 2.46948892599 0.0 0.0 0.0 0.0 0.0 0.0 2.46948892599 2.46948892599 0.0 0.0 2.46948892599 2.46948892599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.46948892599 0.0 2.46948892599 0.0 0.0 2.46948892599 0.0 2.46948892599 0.0 0.0 3.70423338898 0.0 0.0 0.0 0.0 2.46948892599 0.0 0.0 2.46948892599 0.0 0.0 0.0 0.0 0.0 2.46948892599 0.0 0.0 0.0 0.0 2.46948892599 3.70423338898
tree 2.73655171123 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 2.73655171123 0.0 0.0 0.0 4.10482756685 2.73655171123 4.10482756685 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 2.73655171123 2.73655171123 0.0 5.47310342247 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0
second 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 5.47310342247 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 2.73655171123 4.10482756685 0.0 0.0 4.10482756685 0.0 0.0 4.10482756685 0.0 0.0 0.0 4.10482756685 0.0 0.0 0.0 2.73655171123 2.73655171123
merci 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.32715148331 0.0 0.0 0.0 0.0 0.0 0.0 5.76953531108 2.88476765554 5.76953531108 2.88476765554 0.0 0.0 0.0 2.88476765554 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 2.88476765554 0.0 0.0 2.88476765554 0.0 8.65430296663 0.0 0.0 0.0 0.0 0.0 0.0
pressur 0.0 5.76953531108 0.0 0.0 0.0 0.0 5.76953531108 7.21191913885 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 2.88476765554 2.88476765554 0.0 4.32715148331 0.0 0.0 0.0 2.88476765554 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.32715148331 7.21191913885 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
flame 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.47310342247 2.73655171123 0.0 0.0 2.73655171123 0.0 4.10482756685 10.9462068449 0.0 0.0 2.73655171123 0.0 2.73655171123 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 0.0 2.73655171123 0.0 0.0 0.0 4.10482756685 0.0
petul 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.18426910853 0.0 0.0 4.12284607235 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.12284607235 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 22.6756533979 0.0 12.3685382171 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.24569214471 0.0
iron 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 11.266065387 6.43775164974 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 6.43775164974 3.21887582487 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
minut 2.88476765554 0.0 0.0 2.88476765554 0.0 0.0 4.32715148331 0.0 0.0 0.0 0.0 0.0 2.88476765554 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.32715148331 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 2.88476765554 2.88476765554 0.0 0.0 4.32715148331 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0
provis 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.43775164974 0.0 0.0 0.0 4.8283137373 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 12.8755032995 0.0 3.21887582487 0.0 0.0 0.0 12.8755032995 9.6566274746 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 3.21887582487 8.04718956217 0.0
daeneri 11.266065387 0.0 0.0 14.4849412119 12.8755032995 4.8283137373 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.8283137373 0.0 0.0 0.0 0.0 3.21887582487 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0
fashion 5.19713193652 0.0 3.89784895239 3.89784895239 2.59856596826 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.89784895239 2.59856596826 0.0 0.0 0.0 0.0 0.0 3.89784895239 3.89784895239 2.59856596826 0.0 2.59856596826 0.0 0.0 0.0 2.59856596826 2.59856596826 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
cabin 0.0 0.0 0.0 0.0 3.40949618448 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.81899236895 5.11424427672 0.0 10.2284885534 3.40949618448 5.11424427672 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.81899236895 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.11424427672 0.0 0.0 0.0 5.11424427672 0.0 0.0 0.0
ran 0.0 0.0 7.61213267722 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 7.61213267722 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 4.56727960633 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 4.56727960633 0.0 0.0 3.04485307089 0.0
ram 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.61213267722 4.56727960633 3.04485307089 6.08970614178 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 7.61213267722 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0
mind 3.21887582487 3.21887582487 0.0 0.0 0.0 0.0 6.43775164974 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 6.43775164974 6.43775164974 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 3.21887582487 0.0
mine 2.88476765554 7.21191913885 4.32715148331 0.0 0.0 2.88476765554 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 5.76953531108 0.0 0.0 0.0 4.32715148331 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 0.0 4.32715148331 0.0 0.0 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0
ginger 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.11424427672 0.0 8.52374046119 0.0 0.0 0.0 8.52374046119 0.0 3.40949618448 0.0 0.0 0.0 0.0 3.40949618448 0.0 11.9332366457 11.9332366457 11.9332366457 11.9332366457 0.0 0.0 0.0 0.0 0.0 0.0 0.0
raw 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.89784895239 0.0 0.0 0.0 3.89784895239 0.0 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 3.89784895239 5.19713193652 2.59856596826 0.0 0.0 2.59856596826 0.0 3.89784895239 0.0 2.59856596826 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 2.59856596826 0.0 0.0 2.59856596826 0.0 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 6.49641492065 0.0
rat 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.32715148331 4.32715148331 0.0 0.0 2.88476765554 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.88476765554 5.76953531108 0.0 0.0 2.88476765554 0.0 0.0 0.0 0.0 0.0 5.76953531108 2.88476765554 0.0 2.88476765554 0.0 2.88476765554 0.0
hug 0.0 0.0 0.0 0.0 0.0 0.0 2.59856596826 2.59856596826 0.0 5.19713193652 2.59856596826 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.59856596826 3.89784895239 5.19713193652 3.89784895239 0.0 0.0 2.59856596826 0.0 2.59856596826 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 2.59856596826 0.0 0.0 0.0 0.0 0.0 3.89784895239 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.59856596826 0.0 0.0 0.0
manner 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.47310342247 0.0 0.0 0.0 0.0 0.0 4.10482756685 2.73655171123 0.0 0.0 0.0 2.73655171123 0.0 5.47310342247 0.0 0.0 0.0 2.73655171123 4.10482756685 0.0 2.73655171123 0.0 0.0 5.47310342247 4.10482756685 0.0 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.10482756685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.47310342247 0.0 0.0
healer 0.0 0.0 0.0 0.0 0.0 0.0 3.70423338898 0.0 2.46948892599 2.46948892599 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.46948892599 0.0 0.0 2.46948892599 6.17372231496 0.0 3.70423338898 2.46948892599 2.46948892599 0.0 3.70423338898 0.0 0.0 2.46948892599 0.0 0.0 0.0 0.0 0.0 3.70423338898 0.0 0.0 0.0 0.0 2.46948892599 0.0 0.0 0.0 0.0 2.46948892599 0.0 2.46948892599 0.0 0.0 0.0
seen 3.21887582487 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 6.43775164974 3.21887582487 0.0 11.266065387 3.21887582487 0.0 6.43775164974 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
seem 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.85578328711 0.0 0.0 0.0 0.0 3.85578328711 0.0 3.85578328711 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.85578328711 3.85578328711 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.85578328711 3.85578328711 0.0 0.0 0.0 0.0 0.0
seek 4.8283137373 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 4.8283137373 6.43775164974 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 4.8283137373 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.04718956217 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 6.43775164974 0.0 0.0 0.0 0.0 0.0
dozen 0.0 0.0 0.0 0.0 8.04718956217 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 3.21887582487 0.0 3.21887582487 4.8283137373 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 3.21887582487 4.8283137373 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
ponder 0.0 0.0 3.04485307089 0.0 0.0 3.04485307089 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.56727960633 0.0 3.04485307089 4.56727960633 4.56727960633 4.56727960633 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.04485307089 0.0 0.0 0.0 0.0 0.0 0.0
strength 9.6566274746 12.8755032995 3.21887582487 0.0 4.8283137373 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.04718956217 0.0 0.0 0.0 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 3.21887582487 0.0 3.21887582487 0.0 0.0 0.0 0.0 0.0 4.8283137373 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
realm 0.0 0.0 0.0 2.73655171123 0.0 0.0 0.0 2.73655171123 0.0 4.10482756685 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.47310342247 2.73655171123 0.0 0.0 0.0 0.0 0.0 2.73655171123 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 2.73655171123 2.73655171123 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.10482756685 2.73655171123 0.0 0.0 2.73655171123 0.0 4.10482756685 0.0
